"","rebalance_date","sector","z_rank_median","z_rank_avg","z_rank_mktcap","forward_return_median","forward_return_avg","forward_return_mktcap"
"1",2000-01-31,"Basic Materials",0.442857142857142,0.424903474903474,0.454000653431611,-0.0123501634580452,-0.0104476873232549,0.0166302350302917
"2",2000-01-31,"Communication Services",0.53095238095238,0.448268398268397,0.495159247407243,-0.00187265917603063,-0.0339544013599057,-0.00743864699773683
"3",2000-01-31,"Consumer Cyclical",0.392857142857142,0.458621933621933,0.64551220444895,0.0545188172043009,0.0902602378525329,0.051755787774883
"4",2000-01-31,"Consumer Defensive",0.564285714285713,0.553132832080199,0.701699125181924,-0.0236253381327364,-0.0491815262117756,-0.0750302359733157
"5",2000-01-31,"Energy",0.764285714285712,0.611801242236023,0.780844131367503,0.160469667318981,0.104443658653642,0.0288665703049267
"6",2000-01-31,"Financial Services",0.419047619047618,0.429126984126983,0.473568605084084,0.011072003232328,-0.00480860306224319,0.0130859338147393
"7",2000-01-31,"Healthcare",0.688095238095236,0.616151866151864,0.696826959130482,0.111468829702722,0.0755438242044201,0.0340773751369961
"8",2000-01-31,"Industrials",0.442857142857142,0.42470238095238,0.638496520473472,0.0373767898849939,0.0504364091253416,0.0754809820499941
"9",2000-01-31,"Real Estate",0.71190476190476,0.71190476190476,0.71190476190476,-0.0201242236024849,-0.0201242236024849,-0.0201242236024849
"10",2000-01-31,"Technology",0.859523809523807,0.723116883116881,0.837519364441418,0.195951417004049,0.181813181900925,0.121126004342428
"11",2000-01-31,"Utilities",0.273809523809523,0.296031746031746,0.300502233956029,0.0436300174520063,0.023127820513293,0.0205943965006233
"12",2000-01-31,NA,0.360714285714285,0.472023809523808,0.376155816600543,-0.0409319193349167,0.0127771892274467,-0.0686501433182528
"13",2000-02-29,"Basic Materials",0.458432304038006,0.433202798998524,0.461220764776198,0.0669291338582674,0.0889326320510734,0.109026602853939
"14",2000-02-29,"Communication Services",0.541567695961996,0.454329518462536,0.501615069665533,-0.00819672131147553,-0.0295554638973933,0.0444559885820849
"15",2000-02-29,"Consumer Cyclical",0.418052256532067,0.470273336405858,0.65464975338557,0.0955649419218585,0.10168190563525,0.0285606878977658
"16",2000-02-29,"Consumer Defensive",0.589073634204277,0.57638454806851,0.717996787865767,0.139884121515817,0.104173117326975,0.0959338768159972
"17",2000-02-29,"Energy",0.760095011876487,0.588749730079898,0.765993910178466,0.287458324119424,0.275692461512843,0.179030077867003
"18",2000-02-29,"Financial Services",0.426365795724466,0.43178939034046,0.477153364872654,0.266485514705546,0.263810646182305,0.226303001024279
"19",2000-02-29,"Healthcare",0.65558194774347,0.611029081337871,0.700451316847875,0.207115009746589,0.166544825095269,0.210527878198799
"20",2000-02-29,"Industrials",0.347980997624704,0.409738717339668,0.627637878960152,0.127281919686693,0.16264979504004,0.149088704436912
"21",2000-02-29,"Real Estate",0.717339667458434,0.717339667458434,0.717339667458434,0.00342105263157833,0.00342105263157833,0.00342105263157833
"22",2000-02-29,"Technology",0.850356294536819,0.714143813431226,0.845482632367429,-0.0434782608695657,-0.0819970071763672,-0.118534576770519
"23",2000-02-29,"Utilities",0.275534441805226,0.299287410926366,0.311706116730444,0.210103092783505,0.206648355095046,0.196358164779551
"24",2000-02-29,NA,0.376484560570072,0.45665083135392,0.37854461002319,0.138838326052286,0.233807586583782,0.173390490035559
"25",2000-03-31,"Basic Materials",0.462921348314606,0.44038870331005,0.547966539966031,-0.100648570742254,-0.0984867340855334,-0.087026289716779
"26",2000-03-31,"Communication Services",0.501123595505617,0.41947565543071,0.433185885496827,-0.146029991498146,-0.127220126081944,-0.104489970779013
"27",2000-03-31,"Consumer Cyclical",0.431460674157302,0.478214731585517,0.675566028475663,-0.0838527419380341,-0.0736043626413484,-0.142352874939384
"28",2000-03-31,"Consumer Defensive",0.624719101123593,0.571011235955054,0.726832835715934,0.0445920712806185,0.0838823297201495,0.0774349761639658
"29",2000-03-31,"Energy",0.66516853932584,0.604307116104867,0.7215994345057,0.0328565658049351,0.0561298227826734,0.00679891604538853
"30",2000-03-31,"Financial Services",0.368539325842696,0.404637060816835,0.508117043438696,-0.0269801199116442,-0.0183698978193435,-0.0245242412678155
"31",2000-03-31,"Healthcare",0.661797752808986,0.618332347723238,0.683284408014804,0.159214517863337,0.187050813174308,0.199844013756802
"32",2000-03-31,"Industrials",0.424719101123595,0.420643686916777,0.658683766612781,-0.026315789473684,-0.0249841401536324,-0.01598656385253
"33",2000-03-31,"Real Estate",0.719101123595503,0.719101123595503,0.719101123595503,-0.229302325581396,-0.229302325581396,-0.229302325581396
"34",2000-03-31,"Technology",0.8752808988764,0.740449438202244,0.884685762900911,-0.0701356317691165,-0.103673454412444,-0.106811176780408
"35",2000-03-31,"Utilities",0.219101123595506,0.273033707865168,0.312714415396813,0.074294977565494,0.13818756081786,0.207661963920938
"36",2000-03-31,NA,0.488764044943819,0.487078651685392,0.428643210625619,0.0372248682824031,0.076055617102407,0.0302749679976975
"37",2000-04-28,"Basic Materials",0.467415730337078,0.433343455815365,0.548398086599156,-0.10981098109811,-0.103656624896013,-0.0638445415790762
"38",2000-04-28,"Communication Services",0.508988764044942,0.423595505617976,0.438092272599504,-0.0798028639223047,-0.0897585302537397,-0.116040027556022
"39",2000-04-28,"Consumer Cyclical",0.43820224719101,0.474505459724638,0.673021113863904,-0.0840707964601772,-0.0859605048975277,-0.117018865859015
"40",2000-04-28,"Consumer Defensive",0.638202247191009,0.566018087147162,0.696303030558515,0.0164835164835169,0.0451953520820103,0.0653602329762491
"41",2000-04-28,"Energy",0.668539325842694,0.609737827715353,0.726195930627134,0.0296114695609466,0.00851305750351973,0.015069350269232
"42",2000-04-28,"Financial Services",0.376404494382022,0.412613265675969,0.513789681841357,0.139131368749895,0.130029996650818,0.126003655659194
"43",2000-04-28,"Healthcare",0.671910112359548,0.618767081688428,0.681037894186625,0.131330217633928,0.115591649326666,0.0751411255091575
"44",2000-04-28,"Industrials",0.431460674157302,0.427880403732621,0.661420996997496,-0.0450718177315502,-0.0521864651352584,-0.0310703154179542
"45",2000-04-28,"Real Estate",0.723595505617974,0.723595505617974,0.723595505617974,-0.128296146044625,-0.128296146044625,-0.128296146044625
"46",2000-04-28,"Technology",0.877528089887636,0.719662921348311,0.867877763473431,-0.0923838632361877,-0.122621270645393,-0.0608868077148603
"47",2000-04-28,"Utilities",0.231460674157304,0.281109550561797,0.323164655155399,0.0108498503928919,0.0665685910039767,0.140460846522205
"48",2000-04-28,NA,0.497752808988763,0.492696629213481,0.434333911151796,-0.0294293872172194,-0.0304305566043305,-0.0417752636891166
"49",2000-05-31,"Basic Materials",0.432432432432431,0.403215715715714,0.62011530311042,-0.0585005464480874,-0.0583714191800577,-0.00464860040370769
"50",2000-05-31,"Communication Services",0.486486486486484,0.485667485667483,0.504851193438258,-0.0158102766798418,-0.0219274268521193,-0.0608408234746639
"51",2000-05-31,"Consumer Cyclical",0.388513513513512,0.443886743886742,0.63895419731932,-0.0440389210308049,-0.0138839458591818,-0.0489868355526508
"52",2000-05-31,"Consumer Defensive",0.630630630630627,0.576796308503622,0.69764559844502,-0.0243841751679523,-0.0326667559667828,-0.0447047050936467
"53",2000-05-31,"Energy",0.606981981981979,0.602886977886974,0.673443420280118,0.031449551111287,0.0397905542668944,0.0064336810142176
"54",2000-05-31,"Financial Services",0.358108108108107,0.402027027027025,0.500210211270919,0.122290612684231,0.11722245509864,0.155155786306449
"55",2000-05-31,"Healthcare",0.662162162162158,0.594655466277084,0.613105960045422,0.0952606154781608,0.13541518249673,0.0246679611137863
"56",2000-05-31,"Industrials",0.430180180180179,0.4418613528783,0.687823540944605,-0.021060275962237,-0.0263570518282941,0.0615559880514413
